Pos.,No.,Class,Pro,Rank,Name,Laps,Gap,Last,Fastest,Pit,Vehicle,collection_time
119,415,V6,,4,Arnold,29,6:15.514,11:17.984,9:39.386,5,Porsche 911 Carrera*,2026-05-17 00:43:09.867494
120,320,AT2,,2,López Cesaratto,29,7:06.462,10:43.146,8:57.689,5,Porsche 911 GT3 Cup (992.1),2026-05-17 00:43:09.867494
121,979,Cup 3,PRO,16,Surzyshyn,29,9:15.430,52:13.098,9:18.187,5,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:09.867494
122,959,Cup 3,PRO,17,Haughton,29,9:19.188,10:55.426,9:01.126,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:09.867494
123,101,BMW 325i,,2,Schwolow,28,----LAP 28,16:18.352,10:43.196,4,BMW 325i (e90)*,2026-05-17 00:43:09.867494
124,505,VT2 Hecka,,7,Van Vooren,28,1:14.953,12:35.313,10:43.608,4,BMW 330i*,2026-05-17 00:43:09.867494
125,112,BMW 325i,,3,Küpper,28,5:49.005,15:25.422,10:33.637,5,BMW 325i (e90)*,2026-05-17 00:43:09.867494
126,445,V5,,3,Welker,28,11:07.791,13:28.341,10:41.778,5,Porsche Cayman CM12*,2026-05-17 00:43:09.867494
127,455,V5,,4,Trinius,28,,22:54.838,10:35.030,5,Porsche Cayman CM12*,2026-05-17 00:43:09.867494
128,303,SP 4T,,3,Shin,28,5:20.514,13:21.674,9:29.769,4,Hyundai Motor Company ELANTRAN1 RP,2026-05-17 00:43:09.867494
129,830,TCR,,4,Basseng,28,10:17.904,11:43.614,8:54.740,5,Hyundai Motor Company ELANTRA N TCR,2026-05-17 00:43:09.867494
130,440,V5,,5,Ebener,27,----LAP 27,11:57.419,10:09.194,5,Porsche Cayman CM12*,2026-05-17 00:43:09.867494
131,477,VT2 Front,,5,Mennecke,27,30.365,13:18.035,10:56.392,5,VW Scirocco R TSI*,2026-05-17 00:43:09.867494
132,380,SP 2T,,1,Schäffer,27,1:31.886,19:09.641,10:43.078,4,Opel Corsa GS Line 130*,2026-05-17 00:43:09.867494
133,152,SP 4,,1,Koger,27,2:09.769,20:12.305,11:21.667,4,BMW 325CI*,2026-05-17 00:43:09.867494
134,10,SP 3T,,4,Lenz,27,5:23.635,11:26.459,9:32.312,6,VW Golf GTI Clubsport 24h,2026-05-17 00:43:09.867494
135,300,SP 3T,,5,Geilfus,27,8:10.793,13:02.217,10:22.613,6,Dacia Logan,2026-05-17 00:43:09.867494
136,82,SP 7,,3,Schröder,27,10:15.041,11:30.565,9:42.820,6,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:09.867494
137,109,SP 2T,,2,Oshima,27,11:11.165,18:49.537,9:33.699,6,Toyota GR Yaris,2026-05-17 00:43:09.867494
138,59,SP 8T,,1,Weishar,27,14:01.666,11:14.779,8:57.891,4,McLaren Artura Trophy Evo,2026-05-17 00:43:09.867494
139,786,SP 9,AM,35,Nana,26,----LAP 26,15:57.033,8:28.245,6,Lamborghini Huracan GT3 EVO2,2026-05-17 00:43:09.867494
140,302,SP 4T,,4,Azcona,25,----LAP 25,13:07.400,9:21.541,3,Hyundai Motor Company ELANTRAN1 RP,2026-05-17 00:43:09.867494
141,911,SP 9,PRO,36,Estre,24,----LAP 24,12:05.638,8:13.671,3,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:43:09.867494
142,64,SP 9,PRO,37,Maini,24,1:16.175,9:15.199,8:14.825,3,Ford Mustang GT3 EVO (2026),2026-05-17 00:43:09.867494
143,677,BMW M240i,,10,Tauber,24,1:57:46.141,14:42.815,10:17.190,5,BMW M240i Racing Cup*,2026-05-17 00:43:09.867494
144,800,SP 3T,,6,Oepen,23,----LAP 23,15:44.814,9:44.296,7,VW GOLF 7 GTI TCR DSG,2026-05-17 00:43:09.867494
145,76,SP 4T,,5,Hochwind,21,----LAP 21,1:26:49.596,9:03.336,5,VW Golf GTI Clubsport 24h,2026-05-17 00:43:09.867494
146,569,VT2 Hecka,,8,Van‘t veer,20,----LAP 20,14:14.953,10:14.652,5,BMW 328i*,2026-05-17 00:43:09.867494
147,808,SP 3T,,7,Geon,17,----LAP 17,16:54.324,10:03.234,2,Cupra TCR DSG,2026-05-17 00:43:09.867494
148,501,VT2 Hecka,,9,Vortkamp,17,,13:48.642,10:19.031,3,BMW 330i*,2026-05-17 00:43:09.867494
149,108,BMW 325i,,4,Grilli,16,----LAP 16,17:57.423,10:40.183,4,BMW 325i (e90)*,2026-05-17 00:43:09.867494
150,277,SP 3,,1,Harris,16,,27:12.894,10:17.533,5,BMW 318ti (E36)*,2026-05-17 00:43:09.867494
151,16,SP 9,PRO,38,Sims,16,,20:15.798,8:13.543,3,Audi R8 LMS GT3 evo II,2026-05-17 00:43:09.867494
152,47,SP 9,PRO,39,Krohn,15,----LAP 15,9:34.941,8:13.404,2,Mercedes-AMG GT3,2026-05-17 00:43:09.867494
153,189,SP 10,AM,13,Kroll,15,23:04.326,13:14.547,9:02.852,2,BMW M4 GT4 EVO (G82),2026-05-17 00:43:09.867494
154,45,SP 9,PRO,40,Vermeulen,14,----LAP 14,12:21.623,8:12.515,2,Ferrari 296 GT3 Evo26,2026-05-17 00:43:09.867494
155,75,AT1,PROAM,2,Fugel,11,----LAP 11,8:31.376,8:20.316,1,Audi R8 LMS GT3 evo II,2026-05-17 00:43:09.867494
156,195,BMW M240i,,11,Hoenjet,10,----LAP 10,10:18.132,9:31.981,1,BMW M240i Racing Cup*,2026-05-17 00:43:09.867494
157,110,SP 2T,,3,Sasaki,7,----LAP 7,12:50.416,11:05.842,2,Toyota GR Yaris,2026-05-17 00:43:09.867494
158,410,V6,,5,Croci,6,----LAP 6,10:08.339,10:20.292,1,Porsche Cayman GTS*,2026-05-17 00:43:09.867494
159,35,SP 9,PROAM,41,Fernandez Laser,4,----LAP 4,10:19.256,8:29.335,1,Aston Martin Vantage AMR GT3 EVO,2026-05-17 00:43:09.867494
NormalQualified,NormalQualified,NormalQualified,NormalQualified,NormalQualified,NormalQualified,NormalQualified,NormalQualified,NormalQualified,NormalQualified,NormalQualified,NormalQualified,2026-05-17 00:43:09.867494
1,3,SP 9,PRO,1,Auer,38,----LAP 38,9:46.909,8:13.690,5,Mercedes-AMG GT3,2026-05-17 00:43:40.031385
2,80,SP 9,PRO,2,Schiller,38,01.100,9:46.499,8:14.337,5,Mercedes-AMG GT3,2026-05-17 00:43:40.031385
3,34,SP 9,PRO,3,Drudi,38,2:31.784,9:54.983,8:17.432,5,Aston Martin Vantage AMR GT3 EVO,2026-05-17 00:43:40.031385
4,99,SP 9,PRO,4,Harper,38,2:41.603,9:36.895,8:18.953,5,BMW M4 GT3 EVO,2026-05-17 00:43:40.031385
5,81,SP-X,PRO,1,de Phillippi,38,3:09.802,10:22.802,8:17.045,5,BMW M3 Touring 24h,2026-05-17 00:43:40.031385
6,44,SP 9,PRO,5,Bachler,38,3:12.824,10:06.254,8:17.284,5,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:43:40.031385
7,24,SP 9,PRO,6,Vanthoor,38,4:13.745,11:06.357,8:18.141,4,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:43:40.031385
8,1,SP 9,PRO,7,Farfus,38,5:48.809,9:57.631,8:16.257,5,BMW M4 GT3 EVO,2026-05-17 00:43:40.031385
9,67,SP 9,PRO,8,Vervisch,38,6:05.863,10:03.541,8:16.169,5,Ford Mustang GT3 EVO (2026),2026-05-17 00:43:40.031385
10,65,SP 9,PROAM,9,Caresani,38,6:38.811,9:57.456,8:15.271,5,Ford Mustang GT3 EVO (2026),2026-05-17 00:43:40.031385
11,54,SP 9,PRO,10,Christensen,38,6:24.454,10:51.396,8:21.411,5,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:43:40.031385
12,86,SP 9,PROAM,11,King,38,7:05.298,9:24.801,8:24.189,5,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:43:40.031385
13,26,SP 9,PRO,12,Böckmann,37,----LAP 37,9:56.205,8:14.685,5,Mercedes-AMG GT3,2026-05-17 00:43:40.031385
14,84,SP 9,PRO,13,Bortolotti,37,09.730,9:52.288,8:11.149,5,Lamborghini Huracan GT3 EVO2,2026-05-17 00:43:40.031385
15,77,SP 9,PRO,14,Frijns,37,59.558,10:24.817,8:14.452,5,BMW M4 GT3 EVO,2026-05-17 00:43:40.031385
16,48,SP 9,PROAM,15,Müller,37,1:12.657,10:17.979,8:17.605,5,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:43:40.031385
17,11,SP 9,PROAM,16,Härtling,37,1:21.707,10:15.253,8:19.388,5,Mercedes-AMG GT3,2026-05-17 00:43:40.031385
18,55,SP 9,PRO,17,Sturm,37,1:46.499,10:06.096,8:27.508,6,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:43:40.031385
19,18,SP 9,PROAM,18,Kolb,37,2:25.197,9:52.824,8:24.640,5,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:43:40.031385
20,17,SP 9,PRO,19,Menzel,37,2:33.938,9:36.782,8:18.394,6,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:43:40.031385
21,69,SP 9,PRO,20,Dörr,37,3:47.824,10:03.009,8:18.493,5,McLaren 720S-GT3,2026-05-17 00:43:40.031385
22,123,SP 9,PROAM,21,Brundle,37,4:54.815,9:55.584,8:25.985,5,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:43:40.031385
23,7,SP 9,PRO,22,Paul,37,5:01.048,9:50.406,8:14.446,5,Lamborghini Huracan GT3 EVO2,2026-05-17 00:43:40.031385
24,5,SP 9,AM,23,Kiefer,37,5:35.264,10:14.902,8:18.760,5,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:43:40.031385
25,4,SP 9,PROAM,24,Fontana,37,5:49.702,10:03.121,8:22.099,5,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:43:40.031385
26,30,SP 9,PROAM,25,Seefried,37,7:25.470,10:32.804,8:24.267,5,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:43:40.031385
27,39,SP 9,PROAM,26,Hantke,37,8:46.717,10:36.610,8:28.420,5,Aston Martin Vantage AMR GT3 EVO,2026-05-17 00:43:40.031385
28,32,SP 9,PROAM,27,Nakayama,36,----LAP 36,12:49.674,8:31.507,5,Mercedes-AMG GT3,2026-05-17 00:43:40.031385
29,130,SP 9,PRO,28,Yelloly,36,2:22.034,23:54.448,8:14.351,5,Lamborghini Huracan GT3 EVO2,2026-05-17 00:43:40.031385
30,66,SP-X,PROAM,2,Hörr,36,2:36.353,10:54.172,8:31.491,5,KTM X-Bow GTX,2026-05-17 00:43:40.031385
31,900,Cup 2,PRO,1,Meijer,36,3:38.670,10:25.087,8:31.415,4,Porsche 911 GT3 Cup (992),2026-05-17 00:43:40.031385
32,902,Cup 2,PRO,2,Rennhofer,36,4:26.102,10:16.282,8:31.047,4,Porsche 911 GT3 Cup (992),2026-05-17 00:43:40.031385
33,918,Cup 2,PRO,3,Scheerbarth,36,6:54.264,10:38.620,8:32.495,4,Porsche 911 GT3 Cup (992),2026-05-17 00:43:40.031385
34,71,SP 9,PROAM,29,Kaffer,36,7:17.897,10:21.220,8:27.786,5,Audi R8 LMS GT3 evo II,2026-05-17 00:43:40.031385
35,19,AT1,PROAM,1,Coronel,35,----LAP 35,10:11.285,8:26.868,5,Audi R8 LMS GT3 evo II,2026-05-17 00:43:40.031385
36,61,SP-X,PRO,3,Arnold,35,2:36.823,10:47.814,8:49.118,5,HWA EVO.R,2026-05-17 00:43:40.031385
37,8,SP 9,AM,30,Veremenko,35,3:29.303,10:15.222,8:31.131,5,Audi R8 LMS GT3 evo II,2026-05-17 00:43:40.031385
38,992,SP-PRO,PROAM,1,Griesemann,35,3:30.969,13:55.477,8:36.238,5,Porsche 911 GT3 CUP MR,2026-05-17 00:43:40.031385
39,62,SP-X,PRO,4,Adelson,35,4:57.540,11:59.157,8:44.071,4,HWA EVO.R,2026-05-17 00:43:40.031385
40,925,Cup 2,PRO,4,Miller,35,5:47.121,10:27.198,8:50.061,4,Porsche 911 GT3 Cup (992),2026-05-17 00:43:40.031385
41,909,Cup 2,AM,5,Messenger,35,6:26.123,12:26.851,8:38.719,4,Porsche 911 GT3 Cup (992),2026-05-17 00:43:40.031385
42,904,Cup 2,AM,6,Kranz,35,6:56.285,10:24.706,8:34.272,5,Porsche 911 GT3 Cup (992),2026-05-17 00:43:40.031385
43,632,AT2,,1,Charoudin,35,7:33.704,11:15.362,8:33.391,5,Porsche 911 GT3 Cup (992.1),2026-05-17 00:43:40.031385
44,63,SP-X,PRO,5,Holstad,35,7:35.049,11:28.028,8:50.353,5,HWA EVO.R,2026-05-17 00:43:40.031385
45,88,SP 4T,,1,Van Dam,35,8:09.277,11:48.582,8:58.132,4,Subaru WRX,2026-05-17 00:43:40.031385
46,962,Cup 3,PRO,1,Wiedmann,35,8:20.558,11:10.411,9:00.773,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:40.031385
47,908,Cup 2,AM,7,Mühlenz,35,8:54.277,11:10.716,8:48.446,4,Porsche 911 GT3 Cup (992),2026-05-17 00:43:40.031385
48,919,Cup 2,PRO,8,Chrzanowski,35,9:11.411,10:38.903,8:34.385,5,Porsche 911 GT3 Cup (992),2026-05-17 00:43:40.031385
49,176,SP 10,PROAM,1,de Oliveira,35,9:21.171,10:55.161,9:00.405,4,Mercedes-AMG GT4,2026-05-17 00:43:40.031385
50,888,SP 10,PROAM,2,Wiskirchen,35,9:22.534,10:51.962,8:54.980,4,BMW M4 GT4 EVO (G82),2026-05-17 00:43:40.031385
51,33,SP 9,PROAM,31,Di Martino,35,,15:55.817,8:33.316,6,Audi R8 LMS GT3 evo II,2026-05-17 00:43:40.031385
52,777,Cup 2,AM,9,Jönsson,35,8:29.597,12:21.347,8:37.406,5,Porsche 911 GT3 Cup (992),2026-05-17 00:43:40.031385
53,187,SP 10,PROAM,3,Link,34,----LAP 34,14:10.688,8:57.978,5,BMW M4 GT4 (G82),2026-05-17 00:43:40.031385
54,180,SP 10,AM,4,Ogburn,34,2:05.793,11:11.857,8:56.749,5,BMW M4 GT4 EVO (G82),2026-05-17 00:43:40.031385
55,145,SP 10,PROAM,5,Bleekemolen,34,2:54.363,11:10.870,8:57.361,5,BMW M4 GT4 EVO (G82),2026-05-17 00:43:40.031385
56,971,Cup 3,PRO,2,Braun,34,2:57.450,12:09.207,9:00.846,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:40.031385
57,36,SP 9,AM,32,Scherer,34,4:11.517,11:57.971,9:05.727,5,BMW E89 Z4 (EVO 2013),2026-05-17 00:43:40.031385
58,177,SP 10,PROAM,6,Nicolae,34,4:14.531,10:54.145,9:00.667,4,BMW M4 GT4 EVO (G82),2026-05-17 00:43:40.031385
59,91,SP 7,,1,Ertl,34,5:42.266,11:49.779,8:49.797,5,Porsche 911 GT3 Cup (991),2026-05-17 00:43:40.031385
60,961,Cup 3,PRO,3,Lu,34,8:34.876,11:36.820,9:08.057,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:40.031385
61,949,Cup 3,AM,4,Wenisch,34,9:02.562,14:19.273,9:12.020,5,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:40.031385
62,966,Cup 3,PRO,5,Oehme,34,9:18.215,11:40.114,9:17.003,6,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:40.031385
63,90,SP 10,PROAM,7,Sagrera,34,3:57.770,10:51.396,8:59.380,5,Toyota GR Supra GT4 EVO2,2026-05-17 00:43:40.031385
64,776,TCR,,1,Gabbiani,33,----LAP 33,15:24.742,9:20.188,6,Audi RS3 LMS SEQ,2026-05-17 00:43:40.031385
65,939,Cup 3,AM,6,Schwenk,33,1:01.796,13:55.264,9:15.697,5,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:40.031385
66,171,SP 10,AM,8,Ullström,33,1:02.471,15:20.512,9:23.892,5,Porsche 718 Cayman GT4 RS CS,2026-05-17 00:43:40.031385
67,952,Cup 3,PRO,7,Kraus,33,2:57.034,11:46.208,9:27.223,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:40.031385
68,982,Cup 3,AM,8,Duffner,33,3:17.339,11:50.968,9:22.333,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:40.031385
69,945,Cup 3,AM,9,Okumura,33,4:44.655,12:19.504,9:41.427,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:40.031385
70,95,Cup 2,PRO,10,Rettenbacher,33,6:08.663,10:20.139,8:38.526,7,Porsche 911 GT3 Cup (992),2026-05-17 00:43:40.031385
71,13,Cup 2,AM,11,Ecke,33,6:18.736,14:38.366,9:17.807,4,Porsche 911 GT3 Cup (992),2026-05-17 00:43:40.031385
72,164,SP 10,PROAM,9,Brodmerkel,33,8:26.762,13:08.263,8:59.910,5,Porsche 718 Cayman GT4 RS CS,2026-05-17 00:43:40.031385
73,175,SP 10,AM,10,Vazquez,33,9:39.402,10:59.855,9:09.674,5,Mercedes-AMG GT4,2026-05-17 00:43:40.031385
74,999,Cup 3,PRO,10,Riemer,33,7:26.417,12:05.131,9:07.084,6,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:40.031385
75,967,Cup 3,PRO,11,Rich,32,----LAP 32,12:27.187,9:23.859,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:40.031385
76,169,SP 10,AM,11,Sander,32,1:28.481,11:22.768,9:17.197,4,Aston Martin Vantage AMR GT4,2026-05-17 00:43:40.031385
77,317,SP 3T,,1,Haugg,32,3:21.020,11:33.965,9:34.061,5,Audi TTs,2026-05-17 00:43:40.031385
78,969,Cup 3,AM,12,Stewart,32,3:32.712,14:42.301,9:27.071,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:40.031385
79,37,SP 9,AM,33,Wahl,32,3:38.052,10:58.050,8:37.093,6,Aston Martin Vantage AMR GT3,2026-05-17 00:43:40.031385
80,978,Cup 3,AM,13,Lamsouguer,32,4:32.263,11:59.053,9:33.831,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:40.031385
81,977,Cup 3,AM,14,Zimmermann,32,7:24.434,11:51.011,9:48.521,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:40.031385
82,898,BMW,,1,Dacher,32,8:17.052,11:22.392,9:44.883,4,BMW M2 Racing (G87)*,2026-05-17 00:43:40.031385
83,396,V6,,1,Büllesbach,32,8:39.539,11:50.248,9:38.681,5,Porsche Cayman S*,2026-05-17 00:43:40.031385
84,519,VT2 Hecka,,1,Tack,32,9:00.779,11:50.323,9:48.700,4,Toyota Supra*,2026-05-17 00:43:40.031385
85,878,BMW,,2,Schlichenmeier,32,10:33.621,11:32.509,9:51.694,5,BMW M2 Racing (G87)*,2026-05-17 00:43:40.031385
86,50,SP 4T,,2,Hammel,32,,12:43.149,8:57.956,5,VW Golf GTI Clubsport 24h,2026-05-17 00:43:40.031385
87,480,VT2 Front,,1,Dupré,32,10:49.277,11:43.998,9:49.819,6,Audi S3-Lim*,2026-05-17 00:43:40.031385
88,500,VT2 Hecka,,2,Zils,32,10:57.000,11:30.812,9:49.234,4,BMW 330i*,2026-05-17 00:43:40.031385
89,577,TCR,,2,Rosam,31,----LAP 31,14:29.589,9:25.597,4,Cupra Leon Competición TCR,2026-05-17 00:43:40.031385
90,669,BMW M240i,,1,Petrolo,31,13.568,11:36.917,9:43.196,4,BMW M240i Racing Cup*,2026-05-17 00:43:40.031385
91,658,BMW M240i,,2,Sari,31,1:30.970,14:18.871,9:58.764,5,BMW M240i Racing Cup*,2026-05-17 00:43:40.031385
92,321,SP 3T,,2,Mache,31,2:14.595,11:04.483,9:20.461,7,VW GOLF 7 GTI TCR DSG,2026-05-17 00:43:40.031385
93,652,BMW M240i,,3,Opran,31,2:22.680,11:26.506,9:37.792,5,BMW M240i Racing Cup*,2026-05-17 00:43:40.031385
94,170,SP 10,,12,Koyama,31,3:10.726,12:04.323,9:00.540,5,Toyota GR Supra GT4 EVO2,2026-05-17 00:43:40.031385
95,448,V6,,2,Müller,31,3:14.855,11:29.673,9:38.614,6,Porsche Cayman S*,2026-05-17 00:43:40.031385
96,665,BMW M240i,,4,Reinhard,31,3:40.754,11:37.264,9:41.802,5,BMW M240i Racing Cup*,2026-05-17 00:43:40.031385
97,653,BMW M240i,,5,Fitzgerald,31,3:52.517,11:53.340,9:45.564,6,BMW M240i Racing Cup*,2026-05-17 00:43:40.031385
98,471,VT2 Front,,2,Eichhorn,31,7:13.001,11:39.860,9:59.750,5,Cupra Leon KL*,2026-05-17 00:43:40.031385
99,444,V5,,1,Korn,31,8:10.668,11:47.663,9:54.131,5,Porsche Cayman CM12*,2026-05-17 00:43:40.031385
100,474,VT2 Front,,3,Hrubesch,31,8:27.382,12:34.655,10:15.189,5,VW Golf GTI *,2026-05-17 00:43:40.031385
101,40,SP 9,AM,34,Posavac,31,8:28.807,11:14.612,8:53.859,4,BMW E89 Z4 (EVO 2013),2026-05-17 00:43:40.031385
102,941,Cup 3,PRO,15,van der Snel,31,,10:29.524,9:05.659,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:40.031385
103,89,TCR,,3,Groneck,31,9:38.510,11:36.253,9:55.499,5,VW GOLF 7 GTI TCR DSG,2026-05-17 00:43:40.031385
104,524,VT2 Hecka,,3,Ooms,31,10:17.878,14:49.647,9:48.602,4,Toyota Supra*,2026-05-17 00:43:40.031385
105,454,V5,,2,Hansen,31,10:29.079,13:21.370,10:10.380,4,Porsche Cayman CM12*,2026-05-17 00:43:40.031385
106,670,BMW M240i,,6,Paviot,30,----LAP 30,15:10.843,9:58.466,5,BMW M240i Racing Cup*,2026-05-17 00:43:40.031385
107,870,BMW,,3,Kreutzpointner,30,24.856,12:48.925,9:46.793,5,BMW M2 Racing (G87)*,2026-05-17 00:43:40.031385
108,520,VT2 Hecka,,4,Horino,30,3:29.330,15:21.149,9:56.492,4,Toyota Supra*,2026-05-17 00:43:40.031385
109,667,BMW M240i,,7,Fontes,30,5:11.062,15:43.246,9:49.349,5,BMW M240i Racing Cup*,2026-05-17 00:43:40.031385
110,503,VT2 Hecka,,5,Ehrhardt,30,6:22.997,12:26.495,10:07.362,5,Toyota Supra*,2026-05-17 00:43:40.031385
111,420,SP 7,,2,Schöni,30,7:48.927,12:10.508,9:15.838,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:40.031385
112,651,BMW M240i,,8,Silva,30,9:21.965,11:40.582,9:38.161,5,BMW M240i Racing Cup*,2026-05-17 00:43:40.031385
113,100,BMW 325i,,1,Gruber,30,10:54.481,13:51.124,10:21.172,3,BMW 325i*,2026-05-17 00:43:40.031385
114,472,VT2 Front,,4,Füting,30,5:57.629,13:46.616,10:15.934,5,Cupra Leon KL*,2026-05-17 00:43:40.031385
115,821,SP 3T,,3,Epp,29,----LAP 29,11:26.989,9:40.639,6,Audi RS3 LMS DSG*,2026-05-17 00:43:40.031385
116,650,BMW M240i,,9,Fübrich,29,58.448,13:41.324,9:29.559,5,BMW M240i Racing Cup*,2026-05-17 00:43:40.031385
117,418,V6,,3,Lamadrid,29,2:48.419,13:13.372,10:12.681,6,Porsche Cayman S*,2026-05-17 00:43:40.031385
118,514,VT2 Hecka,,6,De Groot,29,3:14.949,14:01.960,9:47.916,4,BMW 330i*,2026-05-17 00:43:40.031385
119,415,V6,,4,Arnold,29,6:15.514,11:17.984,9:39.386,5,Porsche 911 Carrera*,2026-05-17 00:43:40.031385
120,320,AT2,,2,López Cesaratto,29,7:06.462,10:43.146,8:57.689,5,Porsche 911 GT3 Cup (992.1),2026-05-17 00:43:40.031385
121,979,Cup 3,PRO,16,Surzyshyn,29,9:15.430,52:13.098,9:18.187,5,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:40.031385
122,959,Cup 3,PRO,17,Haughton,29,9:19.188,10:55.426,9:01.126,4,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:40.031385
123,101,BMW 325i,,2,Schwolow,28,----LAP 28,16:18.352,10:43.196,4,BMW 325i (e90)*,2026-05-17 00:43:40.031385
124,505,VT2 Hecka,,7,Van Vooren,28,1:14.953,12:35.313,10:43.608,4,BMW 330i*,2026-05-17 00:43:40.031385
125,112,BMW 325i,,3,Küpper,28,5:49.005,15:25.422,10:33.637,5,BMW 325i (e90)*,2026-05-17 00:43:40.031385
126,445,V5,,3,Welker,28,11:07.791,13:28.341,10:41.778,5,Porsche Cayman CM12*,2026-05-17 00:43:40.031385
127,455,V5,,4,Trinius,28,,22:54.838,10:35.030,5,Porsche Cayman CM12*,2026-05-17 00:43:40.031385
128,303,SP 4T,,3,Shin,28,5:20.514,13:21.674,9:29.769,4,Hyundai Motor Company ELANTRAN1 RP,2026-05-17 00:43:40.031385
129,830,TCR,,4,Basseng,28,10:17.904,11:43.614,8:54.740,5,Hyundai Motor Company ELANTRA N TCR,2026-05-17 00:43:40.031385
130,440,V5,,5,Ebener,27,----LAP 27,11:57.419,10:09.194,5,Porsche Cayman CM12*,2026-05-17 00:43:40.031385
131,477,VT2 Front,,5,Mennecke,27,30.365,13:18.035,10:56.392,5,VW Scirocco R TSI*,2026-05-17 00:43:40.031385
132,380,SP 2T,,1,Schäffer,27,1:31.886,19:09.641,10:43.078,4,Opel Corsa GS Line 130*,2026-05-17 00:43:40.031385
133,152,SP 4,,1,Koger,27,2:09.769,20:12.305,11:21.667,4,BMW 325CI*,2026-05-17 00:43:40.031385
134,10,SP 3T,,4,Lenz,27,5:23.635,11:26.459,9:32.312,6,VW Golf GTI Clubsport 24h,2026-05-17 00:43:40.031385
135,300,SP 3T,,5,Geilfus,27,8:10.793,13:02.217,10:22.613,6,Dacia Logan,2026-05-17 00:43:40.031385
136,82,SP 7,,3,Schröder,27,10:15.041,11:30.565,9:42.820,6,Porsche 718 Cayman GT4 Clubsport (Typ 982),2026-05-17 00:43:40.031385
137,109,SP 2T,,2,Oshima,27,11:11.165,18:49.537,9:33.699,6,Toyota GR Yaris,2026-05-17 00:43:40.031385
138,59,SP 8T,,1,Weishar,27,14:01.666,11:14.779,8:57.891,4,McLaren Artura Trophy Evo,2026-05-17 00:43:40.031385
139,786,SP 9,AM,35,Nana,26,----LAP 26,15:57.033,8:28.245,6,Lamborghini Huracan GT3 EVO2,2026-05-17 00:43:40.031385
140,302,SP 4T,,4,Azcona,25,----LAP 25,13:07.400,9:21.541,3,Hyundai Motor Company ELANTRAN1 RP,2026-05-17 00:43:40.031385
141,911,SP 9,PRO,36,Estre,24,----LAP 24,12:05.638,8:13.671,3,Porsche 911 GT3 R (992) Evo26,2026-05-17 00:43:40.031385
142,64,SP 9,PRO,37,Maini,24,1:16.175,9:15.199,8:14.825,3,Ford Mustang GT3 EVO (2026),2026-05-17 00:43:40.031385
143,677,BMW M240i,,10,Tauber,24,1:57:46.141,14:42.815,10:17.190,5,BMW M240i Racing Cup*,2026-05-17 00:43:40.031385
144,800,SP 3T,,6,Oepen,23,----LAP 23,15:44.814,9:44.296,7,VW GOLF 7 GTI TCR DSG,2026-05-17 00:43:40.031385
145,76,SP 4T,,5,Hochwind,21,----LAP 21,1:26:49.596,9:03.336,5,VW Golf GTI Clubsport 24h,2026-05-17 00:43:40.031385
146,569,VT2 Hecka,,8,Van‘t veer,20,----LAP 20,14:14.953,10:14.652,5,BMW 328i*,2026-05-17 00:43:40.031385
